"Date","서울시 평균","강남구","강동구","강북구","강서구","관악구","광진구","구로구","금천구","노원구","도봉구","동대문구","동작구","마포구","서대문구","서초구","성동구","성북구","송파구","양천구","영등포구","용산구","은평구","종로구","중구","중랑구","","","",""
"2024-07-28","7","8","7","6","7","8","8","4","5","7","5","8","7","8","5","6","8","6","7","7","8","7","9","6","6","7","","","",""
"2024-07-29","8","9","9","9","9","8","9","5","6","10","7","10","5","10","5","8","9","8","9","8","9","9","12","8","8","8","","","",""
"2024-07-30","13","12","14","14","14","12","13","9","9","14","11","14","","13","10","11","13","12","15","11","13","14","15","13","12","14","","","",""
"2024-07-31","8","10","9","10","7","8","9","6","5","9","6","9","7","8","5","6","8","7","9","7","9","10","9","8","8","8","","","",""
"2024-08-01","9","12","9","6","9","10","10","7","7","10","6","11","10","9","6","7","12","7","11","8","9","13","10","10","9","10","","","",""
"2024-08-02","17","19","18","26","17","17","18","11","14","16","12","19","16","17","13","13","17","16","18","16","16","22","18","17","17","17","","","",""
"2024-08-03","23","27","23","26","22","22","26","18","18","26","19","29","21","24","18","19","26","23","24","21","24","31","21","26","26","27","","","",""
"2024-08-04","22","26","22","27","20","22","27","17","20","25","18","26","21","21","17","16","26","20","25","19","22","27","21","24","24","26","","","",""
"2024-08-05","22","24","18","24","23","24","21","19","28","21","17","22","23","23","17","19","21","16","22","22","27","27","20","22","23","20","","","",""
"2024-08-06","10","11","9","10","9","10","10","8","13","12","8","10","10","10","8","7","11","9","10","9","11","12","10","10","9","9","","","",""
"2024-08-07","11","17","13","10","11","11","14","9","11","13","7","13","12","11","7","8","13","8","15","9","13","14","10","12","11","14","","","",""
"2024-08-08","14","16","14","15","14","14","15","11","11","16","11","16","13","14","11","12","15","12","15","15","16","15","14","15","13","15","","","",""
"2024-08-09","19","22","19","17","18","21","21","19","19","18","13","21","21","19","13","17","21","16","23","17","20","24","15","19","18","19","","","",""
"2024-08-10","24","27","23","23","25","27","24","24","24","24","18","26","24","25","19","22","26","20","26","23","27","28","22","24","23","25","","","",""
"2024-08-11","22","26","19","25","21","21","23","17","19","24","19","26","22","22","17","17","24","20","23","19","22","27","18","23","23","23","","","",""
"2024-08-12","19","24","19","23","16","18","23","14","16","23","17","23","18","18","15","14","21","17","23","16","17","25","17","21","20","23","","","",""
"2024-08-13","17","22","18","15","16","18","20","15","17","18","12","19","17","18","11","14","19","14","23","16","18","21","14","17","16","19","","","",""
"2024-08-14","17","20","15","17","19","17","16","15","16","17","12","19","17","18","12","14","17","14","17","17","18","21","16","18","17","17","","","",""
"2024-08-15","16","18","12","15","18","17","15","17","15","14","11","17","17","17","12","14","17","12","17","18","18","19","14","16","15","14","","","",""
"2024-08-16","14","17","11","15","16","16","14","12","13","13","10","15","16","15","11","14","14","12","15","16","15","17","14","15","15","14","","","",""
"2024-08-17","15","16","12","16","19","17","14","13","16","13","11","16","16","16","11","10","15","13","15","19","17","15","14","15","14","14","","","",""
"2024-08-18","14","16","12","14","18","18","12","11","16","13","9","14","16","17","10","9","15","11","15","18","18","17","13","14","14","12","","","",""
"2024-08-19","17","19","16","18","23","18","16","13","20","19","13","18","18","18","14","12","17","15","18","20","19","19","17","17","17","17","","","",""
"2024-08-20","17","19","14","19","20","19","16","13","18","19","13","20","18","20","12","12","19","15","18","19","20","21","16","18","19","18","","","",""
"2024-08-21","6","8","7","7","5","6","6","3","3","6","5","7","6","6","5","2","6","5","6","6","6","8","7","6","7","6","","","",""
"2024-08-22","6","8","8","6","6","6","6","2","4","6","4","7","6","6","4","2","7","5","6","5","6","8","9","7","6","7","","","",""
"2024-08-23","21","28","22","24","21","28","21","14","18","22","18","22","20","21","17","16","21","18","20","20","20","24","20","22","21","22","","","",""
"2024-08-24","31","32","33","33","33","32","32","23","30","32","28","34","29","31","24","25","31","29","35","31","30","40","26","32","31","33","","","",""
"2024-08-25","30","33","32","29","31","30","31","22","27","31","24","35","28","31","23","26","32","28","31","30","30","40","25","32","31","32","","","",""
"2024-08-26","27","31","30","27","28","33","29","21","28","27","20","30","28","27","21","25","30","25","30","27","27","34","22","29","27","29","","","",""
"2024-08-27","13","15","14","11","13","17","13","8","11","14","11","14","14","12","10","10","14","12","13","13","14","14","11","14","12","13","","","",""
"2024-08-28","8","8","7","8","8","9","8","5","6","8","7","8","9","8","6","5","9","5","8","8","10","8","8","8","7","8","","","",""
"2024-08-29","4","6","5","4","4","5","5","1","4","5","4","4","5","4","4","2","5","2","5","5","6","4","5","4","6","4","","","",""
"2024-08-30","6","7","7","6","7","7","6","5","5","7","6","7","7","7","5","4","7","5","6","7","8","8","8","7","6","6","","","",""
"2024-08-31","19","21","20","18","20","22","19","17","19","20","17","20","21","20","16","17","21","17","21","19","20","22","19","20","19","18","","","",""
"2024-09-01","20","23","22","20","20","23","21","16","20","21","18","21","21","20","16","18","22","16","24","20","21","25","18","21","20","21","","","",""
"2024-09-02","12","14","15","12","11","13","13","9","11","12","11","13","12","11","10","10","14","9","14","11","13","13","11","13","12","13","","","",""
"2024-09-03","5","6","5","5","5","6","4","4","5","5","5","4","5","6","4","3","6","4","4","5","6","5","5","5","5","5","","","",""
"2024-09-04","10","11","12","10","10","11","10","7","11","9","8","10","11","11","9","7","10","9","11","10","11","11","12","11","11","9","","","",""
"2024-09-05","13","15","14","13","13","13","15","9","14","16","14","14","13","13","10","9","15","10","14","13","13","14","15","13","13","14","","","",""
"2024-09-06","8","9","6","7","8","9","7","5","9","7","6","8","9","9","6","5","9","7","7","9","10","8","8","7","8","7","","","",""
"2024-09-07","14","15","14","13","15","15","14","11","16","13","10","15","13","14","12","12","14","13","14","14","14","16","15","15","13","14","","","",""
"2024-09-08","22","24","20","22","25","24","23","20","27","20","19","23","22","23","18","19","24","20","23","24","23","26","20","23","21","21","","","",""
"2024-09-09","20","21","17","20","21","22","19","17","25","19","16","21","21","21","14","18","21","17","23","21","21","22","19","21","19","19","","","",""
"2024-09-10","21","23","19","21","22","22","21","18","25","21","17","23","21","21","15","18","22","19","24","20","21","24","19","22","21","22","","","",""
"2024-09-11","22","26","21","22","24","24","23","18","23","20","16","25","23","24","17","19","26","20","24","24","22","27","21","24","24","22","","","",""
"2024-09-12","6","7","3","6","6","7","4","3","8","6","4","6","6","7","3","3","5","5","5","7","9","6","7","5","5","5","","","",""
"2024-09-13","7","9","7","7","8","9","8","3","10","7","5","8","8","8","4","4","8","6","8","8","9","9","9","7","8","8","","","",""
"2024-09-14","6","7","7","7","6","6","7","1","7","7","4","7","7","6","3","2","8","6","8","6","6","8","8","6","5","8","","","",""
"2024-09-15","6","6","6","5","7","7","6","2","9","5","4","6","7","7","3","3","7","5","7","8","8","8","7","5","6","6","","","",""
"2024-09-16","3","3","2","3","3","4","3","1","4","3","2","3","3","4","1","1","3","2","3","4","4","4","4","3","3","2","","","",""
"2024-09-17","6","7","5","6","7","7","7","2","7","7","5","7","7","8","4","3","7","5","7","8","8","8","7","7","6","7","","","",""
"2024-09-18","10","12","10","9","12","13","12","4","14","9","7","13","12","11","4","6","11","8","11","13","12","14","9","11","10","11","","","",""
"2024-09-19","13","12","10","15","16","13","12","6","14","13","11","14","12","15","11","7","13","12","11","14","15","17","13","15","13","12","","","",""
"2024-09-20","7","8","7","9","7","8","8","3","9","9","6","9","7","8","5","4","6","6","7","8","9","9","7","9","10","8","","","",""
"2024-09-21","1","2","2","1","1","2","1","1","2","1","2","1","1","1","1","1","2","2","1","1","2","2","2","1","1","1","","","",""
"2024-09-22","2","1","2","2","2","2","1","1","2","1","2","1","1","2","1","1","2","1","3","1","2","2","3","1","1","1","","","",""
"2024-09-23","3","3","3","2","2","3","2","1","4","2","3","3","3","3","2","1","4","1","4","3","5","3","3","2","2","2","","","",""
"2024-09-24","5","5","4","4","5","6","4","3","6","5","4","4","6","5","4","3","5","3","6","6","7","5","5","5","5","4","","","",""
"2024-09-25","8","9","6","7","8","9","7","3","11","8","7","8","8","8","6","5","8","8","8","8","8","9","8","9","7","7","","","",""
"2024-09-26","10","12","10","9","10","11","11","6","13","10","8","11","12","10","8","8","12","10","12","10","10","12","9","11","10","11","","","",""
"2024-09-27","9","9","8","8","11","10","7","5","11","9","9","9","9","9","7","6","9","8","7","11","11","10","9","9","9","8","","","",""
"2024-09-28","5","6","6","5","5","6","5","2","6","6","6","6","6","5","5","3","6","4","6","6","7","6","6","6","6","5","","","",""
"2024-09-29","4","4","3","4","3","5","3","1","5","4","4","4","5","4","4","1","4","3","5","4","5","4","5","3","4","4","","","",""
"2024-09-30","6","8","6","4","6","8","6","3","8","5","6","6","7","6","5","4","6","5","7","7","7","7","7","7","6","6","","","",""
"2024-10-01","7","7","7","8","6","7","8","4","8","7","7","7","7","6","6","4","7","5","7","7","6","7","7","7","6","7","","","",""
"2024-10-02","6","7","7","6","7","7","6","4","8","6","7","6","7","7","6","3","7","5","6","7","7","7","7","7","5","7","","","",""
"2024-10-03","7","6","6","6","8","8","6","5","8","7","7","7","7","7","5","3","7","5","6","8","8","7","6","7","7","6","","","",""
"2024-10-04","7","8","7","6","7","9","6","5","9","8","7","8","8","8","6","5","8","6","8","8","7","9","6","9","8","6","","","",""
"2024-10-05","12","11","10","11","12","17","10","9","14","13","11","13","13","13","10","20","11","11","11","13","11","14","12","15","13","10","","","",""
"2024-10-06","13","11","10","11","14","17","10","13","18","15","13","14","17","13","10","11","13","13","12","15","13","14","10","14","13","12","","","",""
"2024-10-07","23","22","24","21","24","25","20","24","26","22","22","23","24","22","20","23","23","22","22","25","23","24","20","24","22","21","","","",""
"2024-10-08","23","17","16","22","28","24","16","23","28","23","23","20","23","26","23","32","17","20","19","28","27","21","27","22","23","18","","","",""
"2024-10-09","6","7","7","5","7","8","6","5","7","6","6","7","7","8","5","4","6","4","7","7","8","7","5","7","8","6","","","",""
"2024-10-10","10","11","10","9","11","12","10","5","12","10","9","10","11","11","9","10","10","11","10","11","11","11","10","11","10","9","","","",""
"2024-10-11","22","20","23","21","21","24","19","","24","21","23","21","24","21","21","24","20","22","21","22","20","22","21","23","22","19","","","",""
"2024-10-12","24","24","29","20","22","26","23","","22","23","26","24","23","22","19","30","24","25","24","23","22","26","18","25","22","23","","","",""
"2024-10-13","17","18","17","16","18","20","15","","20","18","15","17","18","18","14","17","18","15","19","19","19","18","13","18","18","16","","","",""
"2024-10-14","10","11","11","10","9","10","10","","10","11","10","11","10","10","8","9","10","9","12","10","12","12","9","11","12","10","","","",""
"2024-10-15","13","14","14","10","13","14","12","","13","11","11","12","13","13","13","12","13","11","13","13","11","14","15","14","13","11","","","",""
"2024-10-16","23","20","19","19","26","25","17","","26","20","24","23","22","23","26","31","20","23","18","26","24","24","26","24","23","18","","","",""
"2024-10-17","22","19","21","20","25","22","18","22","25","22","22","22","21","22","20","21","20","22","19","23","22","23","22","24","25","18","","","",""
"2024-10-18","12","13","13","10","12","12","11","11","11","13","10","13","11","11","9","9","12","11","12","11","13","12","12","13","13","12","","","",""
"2024-10-19","3","3","4","3","3","4","3","3","5","3","4","3","4","4","4","2","3","2","3","4","5","3","5","3","3","3","","","",""
"2024-10-20","4","4","6","4","3","4","3","3","4","3","3","3","4","3","4","2","4","3","3","4","4","3","5","4","4","4","","","",""
"2024-10-21","5","5","7","5","5","6","5","5","6","6","5","6","6","6","5","3","6","3","6","6","4","6","6","6","6","5","","","",""
"2024-10-22","6","7","7","4","6","6","4","6","7","7","5","6","6","6","4","3","6","4","5","6","5","6","6","7","7","5","","","",""
"2024-10-23","7","7","8","6","6","6","6","6","8","6","6","6","6","6","6","13","6","5","7","6","6","6","7","7","6","6","","","",""
"2024-10-24","16","15","19","14","14","16","15","16","16","16","17","16","14","14","14","19","16","17","16","15","14","18","14","17","14","14","","","",""
"2024-10-25","15","13","15","12","16","15","11","15","15","15","14","15","15","16","12","17","13","16","14","17","17","16","12","16","17","12","","","",""
"2024-10-26","12","12","13","11","14","14","10","12","11","13","11","13","10","13","10","11","12","11","11","14","14","14","9","14","14","9","","","",""
"2024-10-27","16","16","20","15","17","18","15","16","17","15","14","17","15","16","17","17","16","15","15","17","16","18","16","18","17","14","","","",""
"2024-10-28","22","18","19","20","41","22","15","25","24","21","22","19","21","23","22","24","17","20","18","28","24","19","23","20","21","16","","","",""
"2024-10-29","7","7","8","6","12","8","6","6","8","6","5","6","7","7","6","7","7","6","7","7","8","8","6","7","7","6","","","",""
"2024-10-30","16","15","18","14","16","17","14","18","17","15","14","16","15","15","14","18","15","16","16","16","15","17","15","17","15","14","","","",""
"2024-10-31","20","20","20","17","22","23","17","24","21","20","19","20","20","20","18","26","18","19","19","23","21","22","17","23","20","18","","","",""
"2024-11-01","24","21","21","22","27","26","19","26","25","26","24","23","23","24","23","26","21","23","22","27","25","24","22","25","24","21","","","",""
"2024-11-02","20","20","19","17","23","22","18","20","22","21","17","20","21","21","15","20","19","18","20","22","22","21","17","20","19","18","","","",""
"2024-11-03","15","15","17","15","15","15","14","14","17","16","13","15","14","14","13","15","14","13","15","16","15","15","15","16","15","15","","","",""
"2024-11-04","13","13","17","13","12","12","12","11","16","13","14","13","13","14","13","12","12","12","13","13","12","12","16","13","12","13","","","",""
"2024-11-05","10","11","11","9","10","10","10","7","13","11","9","9","11","10","10","9","9","7","11","10","10","10","11","11","10","10","","","",""
"2024-11-06","12","12","12","12","12","13","13","11","16","14","10","11","15","13","12","13","11","9","12","14","14","12","11","10","13","9","","","",""
"2024-11-07","23","21","23","20","20","23","25","20","26","24","21","25","24","23","20","25","22","22","20","21","22","22","17","31","22","28","","","",""
"2024-11-08","22","18","20","18","22","26","20","25","24","22","19","22","22","24","20","28","21","20","17","23","23","24","20","25","20","20","","","",""
"2024-11-09","19","16","20","16","22","22","15","23","20","21","18","21","17","23","15","21","18","20","17","22","21","23","14","22","18","15","","","",""
"2024-11-10","15","14","17","15","17","16","14","16","18","17","15","16","16","14","13","16","14","16","14","16","16","16","11","17","15","13","","","",""
"2024-11-11","31","32","31","27","33","35","27","40","38","28","27","27","32","31","27","38","26","27","29","34","33","31","25","30","28","28","","","",""
"2024-11-12","24","25","27","20","22","24","23","27","28","23","21","22","23","23","22","28","24","","25","22","24","23","20","23","23","23","","","",""
"2024-11-13","21","22","23","19","24","23","19","26","24","22","19","21","21","21","16","23","19","","20","24","24","23","17","24","22","19","","","",""
"2024-11-14","17","18","19","15","19","18","15","18","19","17","16","17","18","19","14","17","15","","17","18","19","16","15","18","19","15","","","",""
"2024-11-15","16","16","18","16","19","17","15","15","17","15","17","16","16","15","14","17","16","","18","14","18","16","15","17","18","15","","","",""
"2024-11-16","13","14","18","14","12","13","15","12","15","14","12","14","13","12","12","14","12","","13","12","14","13","12","15","13","14","","","",""
"2024-11-17","9","10","11","9","7","8","9","8","10","9","8","9","10","8","8","10","9","","10","9","8","7","8","9","9","10","","","",""
"2024-11-18","7","7","7","7","6","8","6","7","10","7","6","5","9","8","7","9","5","5","6","7","8","7","6","7","7","7","","","",""
"2024-11-19","12","12","13","11","12","12","10","13","16","15","14","12","13","11","11","14","10","12","14","13","12","12","10","13","12","12","","","",""
"2024-11-20","24","24","27","21","25","24","21","29","28","23","22","23","23","27","23","27","21","24","20","27","25","23","19","24","25","23","","","",""
"2024-11-21","36","37","44","33","34","38","35","43","41","35","36","35","35","37","36","44","33","33","29","38","37","34","32","35","37","37","","","",""
"2024-11-22","19","20","22","19","17","21","19","19","23","22","18","18","20","20","18","20","18","17","19","19","18","19","17","20","21","22","","","",""
"2024-11-23","14","14","15","11","14","18","10","15","16","15","11","14","14","14","9","18","13","12","13","16","14","16","8","15","13","12","","","",""
"2024-11-24","11","9","14","9","14","14","8","11","14","13","11","11","11","11","8","11","9","10","11","14","11","9","6","11","8","9","","","",""
"2024-11-25","12","12","13","11","11","14","10","13","14","14","11","12","14","11","9","14","13","12","13","14","14","12","8","14","14","12","","","",""
"2024-11-26","5","6","7","5","4","5","4","6","6","4","5","4","5","4","4","4","4","3","5","5","4","4","4","5","4","6","","","",""
"2024-11-27","6","6","9","6","5","6","5","7","6","6","6","5","6","5","7","7","5","5","6","7","6","6","6","6","6","7","","","",""
"2024-11-28","12","12","14","12","11","11","11","13","13","13","12","11","12","12","13","12","11","12","11","14","12","11","11","13","12","13","","","",""
"2024-11-29","18","17","22","16","17","18","16","19","20","19","17","17","17","17","19","19","16","16","18","20","17","18","15","18","18","17","","","",""
"2024-11-30","16","14","21","15","15","15","14","16","15","16","17","16","14","18","18","17","14","16","14","17","16","15","13","16","16","15","","","",""
"2024-12-01","23","22","29","17","22","26","18","29","28","20","25","21","24","25","24","28","22","22","19","27","24","21","19","20","23","20","","","",""
"2024-12-02","27","27","35","24","21","26","23","30","26","24","31","28","24","27","30","34","26","27","22","27","25","25","27","26","29","26","","","",""
"2024-12-03","7","7","9","7","5","6","7","7","9","6","7","7","9","7","9","7","6","6","9","7","7","6","7","7","7","7","","","",""
"2024-12-04","11","12","14","10","11","10","10","11","14","11","11","10","12","11","12","10","10","10","11","12","10","10","10","12","9","11","","","",""
"2024-12-05","11","11","16","9","10","10","11","11","13","12","10","10","12","10","10","12","9","9","11","11","10","10","9","12","9","10","","","",""
"2024-12-06","9","9","11","8","7","9","8","8","10","8","7","8","11","9","9","9","8","6","9","10","9","8","8","10","9","9","","","",""
"2024-12-07","12","12","14","11","10","11","11","11","14","11","10","11","15","12","12","12","11","10","11","13","12","11","10","13","11","12","","","",""
"2024-12-08","12","12","14","12","11","12","12","12","15","12","10","11","14","13","12","11","11","10","11","14","12","11","9","13","12","12","","","",""
"2024-12-09","17","16","22","15","16","18","17","18","20","18","16","17","18","17","18","17","15","17","16","20","16","16","13","18","18","17","","","",""
"2024-12-10","27","26","31","26","29","27","24","29","30","27","27","26","28","29","24","28","24","25","24","33","27","24","19","28","27","25","","","",""
"2024-12-11","38","39","41","38","36","38","38","38","40","42","36","37","42","39","34","38","36","36","35","44","38","38","31","42","42","40","","","",""
"2024-12-12","22","23","28","23","17","19","24","17","22","23","21","23","23","22","22","19","22","20","23","22","20","23","19","28","26","24","","","",""
"2024-12-13","16","16","19","17","14","14","16","13","14","18","15","14","17","17","15","15","15","13","16","17","16","16","12","17","16","16","","","",""
"2024-12-14","15","15","16","16","14","15","14","15","15","15","14","14","18","14","16","14","13","13","15","18","15","15","12","17","16","15","","","",""
"2024-12-15","9","10","12","9","9","9","9","12","9","8","9","8","11","10","12","9","8","8","9","12","10","8","7","10","10","9","","","",""
"2024-12-16","16","16","20","16","15","15","16","18","16","17","15","15","17","15","18","17","15","15","15","18","16","15","12","18","16","17","","","",""
"2024-12-17","14","14","19","14","15","13","14","13","13","15","12","13","14","15","15","13","13","12","14","15","13","12","10","16","16","15","","","",""
"2024-12-18","16","16","18","18","19","16","15","17","17","18","15","14","18","15","17","15","15","14","15","20","16","16","13","18","18","17","","","",""
"2024-12-19","31","28","33","32","31","32","28","31","39","39","31","28","37","29","27","29","24","28","28","35","30","29","22","32","31","31","","","",""
"2024-12-20","39","38","42","41","39","35","35","40","40","43","37","36","40","38","39","41","33","36","35","42","38","39","36","42","44","38","","","",""
"2024-12-21","39","40","45","40","38","35","36","40","38","43","39","37","39","36","40","39","32","37","34","42","36","38","39","42","43","40","","","",""
"2024-12-22","10","10","11","11","11","10","9","10","10","14","9","8","10","6","12","9","","8","10","11","9","10","7","10","10","10","","","",""
"2024-12-23","17","17","21","16","18","15","16","19","17","20","15","15","16","18","17","19","14","14","15","19","17","16","12","18","18","17","","","",""
"2024-12-24","19","18","24","21","21","19","18","19","18","24","19","17","20","18","20","18","16","18","18","21","18","18","15","20","20","19","","","",""
"2024-12-25","21","21","25","25","24","18","20","22","19","28","24","20","17","21","23","20","18","21","16","24","19","20","18","23","23","22","","","",""
"2024-12-26","33","33","34","35","35","33","30","34","36","37","33","30","35","30","32","34","28","31","30","40","33","31","29","37","34","33","","","",""
"2024-12-27","13","13","14","14","15","12","12","13","14","16","12","11","15","13","13","12","11","11","13","16","13","13","10","15","14","13","","","",""
"2024-12-28","13","13","13","14","16","14","12","14","14","17","12","12","15","12","14","13","12","12","13","16","13","13","10","15","14","13","","","",""
"2024-12-29","14","14","18","15","15","13","13","15","15","19","16","13","14","15","15","14","12","14","14","16","13","14","10","16","15","14","","","",""
"2024-12-30","32","30","38","33","34","32","29","36","33","37","33","31","32","31","33","35","26","31","26","35","31","30","31","35","34","33","","","",""
"2024-12-31","18","18","22","20","20","19","17","18","17","24","18","16","20","16","18","18","16","17","17","19","17","18","16","20","19","19","","","",""
"2025-01-01","21","20","25","23","20","21","19","23","21","25","20","19","22","20","22","22","18","21","18","22","19","20","19","22","21","21","","","",""
"2025-01-02","19","21","22","16","21","19","17","18","19","21","17","16","20","20","17","21","17","14","20","22","19","19","13","20","19","17","","","",""
"2025-01-03","13","13","16","14","16","14","12","14","14","16","13","11","15","12","13","13","12","10","14","16","13","13","10","15","13","13","","","",""
"2025-01-04","19","19","22","21","21","19","18","18","19","24","19","18","19","18","18","19","16","19","17","22","19","19","15","22","20","20","","","",""
"2025-01-05","25","24","30","28","25","22","22","26","23","28","26","24","24","27","26","27","20","24","21","25","25","24","24","27","33","24","","","",""
"2025-01-06","42","42","46","41","45","43","37","47","44","40","40","38","45","40","44","47","36","39","35","49","44","43","43","45","46","39","","","",""
"2025-01-07","14","13","15","15","15","13","13","12","15","17","13","12","14","13","13","13","12","12","13","16","13","13","11","16","14","14","","","",""
"2025-01-08","16","17","17","16","18","17","15","17","19","19","14","15","18","12","15","17","15","13","16","19","16","17","12","18","18","16","","","",""
"2025-01-09","9","9","10","11","10","8","9","9","8","12","9","8","11","6","9","8","9","7","8","10","9","9","6","10","10","10","","","",""
"2025-01-10","13","13","16","16","15","12","13","12","13","18","13","12","15","11","13","12","12","13","14","15","12","13","8","15","14","14","","","",""
"2025-01-11","21","20","23","25","23","20","18","22","23","29","23","21","22","19","20","22","17","21","20","26","19","21","16","24","22","20","","","",""
"2025-01-12","30","30","36","33","30","28","29","31","32","34","27","27","33","28","28","30","26","26","26","33","27","28","22","32","31","32","","","",""
"2025-01-13","41","38","46","45","38","36","36","43","43","46","41","40","43","40","39","45","35","39","31","44","39","38","35","48","47","41","","","",""
"2025-01-14","43","39","48","48","44","41","29","47","46","49","47","44","47","44","43","46","35","41","31","49","43","33","43","50","48","42","","","",""
"2025-01-15","12","11","11","13","14","10","10","12","11","14","10","11","14","11","8","10","12","9","14","14","11","10","11","13","12","12","","","",""
"2025-01-16","20","18","21","19","19","18","16","21","20","21","15","17","20","20","16","20","23","17","27","22","18","18","26","21","19","18","","","",""
"2025-01-17","33","33","40","33","30","33","32","35","35","38","29","32","37","32","30","36","27","32","31","36","31","33","23","39","36","36","","","",""
"2025-01-18","29","28","36","28","30","29","26","33","25","32","23","29","30","30","25","30","24","28","26","34","30","28","20","32","30","29","","","",""
"2025-01-19","32","33","42","32","30","31","31","36","24","38","29","35","32","33","27","37","27","33","28","34","32","35","21","36","34","35","","","",""
"2025-01-20","73","71","81","76","71","72","66","81","76","73","66","75","75","70","70","79","59","67","56","78","75","76","67","81","84","72","","","",""
"2025-01-21","92","91","107","91","80","81","89","88","86","102","78","104","89","89","93","90","76","94","75","98","94","92","85","112","112","98","","","",""
"2025-01-22","65","69","82","64","59","60","65","67","72","72","58","65","66","56","57","72","56","59","56","70","63","67","52","72","70","72","","","",""
"2025-01-23","36","39","44","34","36","35","36","42","40","42","29","38","37","37","28","39","32","31","33","43","40","35","21","39","34","37","","","",""
"2025-01-24","29","27","26","25","36","34","21","35","34","30","21","26","33","33","22","31","24","25","24","40","32","29","19","32","30","25","","","",""
"2025-01-25","12","10","9","12","17","11","8","15","12","15","9","13","15","15","7","11","11","11","10","20","17","10","7","15","11","12","","","",""
"2025-01-26","6","7","8","7","6","8","6","10","6","8","3","6","9","7","3","5","6","6","7","8","7","6","2","8","6","6","","","",""
"2025-01-27","17","18","20","19","16","17","15","21","15","18","14","19","18","14","15","17","14","17","15","20","18","15","14","22","18","19","","","",""
"2025-01-28","21","20","21","25","21","21","20","21","20","27","16","22","23","20","16","18","18","20","20","25","20","21","17","25","22","23","","","",""
"2025-01-29","20","21","19","24","20","19","19","20","20","26","14","21","23","20","15","16","18","18","19","24","20","20","15","24","22","21","","","",""
"2025-01-30","13","14","15","15","12","14","13","14","14","17","8","13","16","13","10","11","12","11","13","15","13","13","7","16","13","14","","","",""
"2025-01-31","24","24","27","26","23","25","21","29","29","26","21","25","28","24","19","27","20","22","22","27","25","23","20","27","25","24","","","",""
"2025-02-01","36","36","39","32","37","37","30","45","37","38","29","38","39","39","32","37","30","34","31","45","39","36","27","41","36","34","","","",""
"2025-02-02","29","29","30","26","31","34","26","37","40","29","19","27","37","31","26","31","24","24","29","38","32","27","23","30","29","26","","","",""
"2025-02-03","18","19","21","21","18","18","17","18","18","20","13","18","22","16","13","15","17","16","20","21","20","18","16","21","19","19","","","",""
"2025-02-04","11","11","14","13","11","10","10","13","11","14","7","10","12","11","7","8","10","9","12","13","11","10","6","13","12","12","","","",""
"2025-02-05","9","10","11","11","9","9","9","12","9","13","5","9","11","11","7","7","8","7","9","11","9","8","5","11","9","10","","","",""
"2025-02-06","13","13","18","14","11","11","11","15","14","18","8","13","13","15","11","12","10","12","13","14","13","11","8","15","13","14","","","",""
"2025-02-07","14","13","17","16","12","13","14","16","12","20","10","14","15","12","10","12","12","12","16","16","12","12","8","16","15","16","","","",""
"2025-02-08","11","11","13","13","10","11","10","12","12","17","8","11","13","12","8","10","9","10","12","14","11","11","8","13","12","13","","","",""
"2025-02-09","15","16","20","17","12","14","15","15","16","21","12","15","17","16","12","13","12","15","14","16","13","14","10","17","15","18","","","",""
"2025-02-10","19","19","24","17","16","18","17","22","21","22","13","18","21","19","16","21","16","17","22","21","18","17","12","20","18","20","","","",""
"2025-02-11","33","31","37","36","32","33","29","38","33","40","28","33","36","36","31","35","26","32","26","38","36","32","27","37","37","35","","","",""
"2025-02-12","30","30","32","29","29","32","26","36","30","33","24","32","32","31","22","33","24","27","23","34","30","29","22","34","33","31","","","",""
"2025-02-13","11","10","13","11","9","11","10","13","12","14","6","10","12","12","9","9","8","9","12","13","10","10","7","12","10","12","","","",""
"2025-02-14","35","32","40","37","33","35","31","39","36","42","32","36","37","35","34","36","27","34","29","38","34","33","31","40","38","37","","","",""
"2025-02-15","44","43","54","47","41","42","42","49","41","53","42","49","42","44","42","47","34","42","33","46","44","44","39","49","48","47","","","",""
"2025-02-16","49","50","65","50","46","46","48","55","51","54","46","54","48","46","47","52","39","46","38","52","48","50","43","53","53","53","","","",""
"2025-02-17","10","10","12","12","9","10","10","12","9","12","6","10","11","9","7","8","9","7","11","12","10","9","6","11","10","11","","","",""
"2025-02-18","10","10","13","11","9","10","10","12","11","14","7","10","12","11","7","8","10","7","12","12","10","10","7","12","10","11","","","",""
"2025-02-19","12","11","13","14","10","11","11","14","13","16","7","11","14","14","9","9","11","9","12","13","11","11","7","14","12","14","","","",""
"2025-02-20","13","13","15","16","12","13","13","15","16","19","9","12","16","15","11","11","11","9","12","15","13","12","8","16","14","15","","","",""
"2025-02-21","16","16","20","17","15","15","15","18","19","20","11","16","18","18","14","14","14","13","15","18","16","15","11","19","17","18","","","",""
"2025-02-22","18","17","21","20","18","18","17","19","20","22","13","17","20","20","14","17","16","15","17","21","18","16","14","21","19","20","","","",""
"2025-02-23","16","16","19","19","15","15","15","18","19","22","12","15","19","18","13","15","14","14","17","18","15","15","12","18","18","19","","","",""
"2025-02-24","16","16","19","18","14","17","15","18","20","21","10","15","18","18","14","15","14","13","15","18","15","15","11","19","16","18","","","",""
"2025-02-25","17","16","24","21","13","16","16","20","19","23","16","17","17","18","16","21","14","17","15","17","15","15","14","19","18","20","","","",""
